linha=1 | nome=Igor | acao=executou o benchmark | valor=1959
linha=3680 | nome=Sofia | acao=analisou os resultados | valor=8293
linha=3681 | nome=Karen | acao=comparou as metricas | valor=5161
linha=3682 | nome=Sofia | acao=analisou os resultados | valor=5303
linha=3683 | nome=Sofia | acao=analisou os resultados | valor=5148
linha=3684 | nome=Natalia | acao=fez um experimento | valor=9885
linha=3685 | nome=Paulo | acao=fez um experimento | valor=4047
linha=3686 | nome=Daniela | acao=executou o benchmark | valor=8054
linha=3687 | nome=Sofia | acao=estudou computacao | valor=4026
linha=3688 | nome=Carlos | acao=comparou as metricas | valor=5880
linha=3689 | nome=Igor | acao=fez um experimento | valor=1718
linha=3690 | nome=Sofia | acao=fez um experimento | valor=9663
linha=3691 | nome=Joao | acao=participou da aula | valor=4293
linha=3692 | nome=Renata | acao=participou da aula | valor=2484
linha=3693 | nome=Bruno | acao=executou o benchmark | valor=5563
linha=3694 | nome=Daniela | acao=participou da aula | valor=1737
linha=3695 | nome=Helena | acao=executou o benchmark | valor=2150
linha=3696 | nome=Helena | acao=executou o benchmark | valor=9300
linha=3697 | nome=Felipe | acao=estudou computacao | valor=7991
linha=3698 | nome=Paulo | acao=escreveu o relatorio | valor=5056
linha=3699 | nome=Karen | acao=escreveu o relatorio | valor=6448
linha=3700 | nome=Lucas | acao=estudou computacao | valor=8678
linha=3701 | nome=Lucas | acao=comparou as metricas | valor=3423
linha=3702 | nome=Mariana | acao=fez um experimento | valor=2369
linha=3703 | nome=Daniela | acao=escreveu o relatorio | valor=9725
linha=3704 | nome=Mariana | acao=otimizou o algoritmo | valor=6992
linha=3705 | nome=Carlos | acao=comparou as metricas | valor=5602
linha=3706 | nome=Felipe | acao=executou o benchmark | valor=2480
linha=3707 | nome=Natalia | acao=participou da aula | valor=6503
linha=3708 | nome=Joao | acao=fez um experimento | valor=6029
linha=3709 | nome=Bruno | acao=comparou as metricas | valor=4926
linha=3710 | nome=Eduarda | acao=participou da aula | valor=4895
linha=3711 | nome=Karen | acao=analisou os resultados | valor=2140
linha=3712 | nome=Tiago | acao=participou da aula | valor=4712
linha=3713 | nome=Lucas | acao=participou da aula | valor=6038
linha=3714 | nome=Felipe | acao=participou da aula | valor=1626
linha=3715 | nome=Helena | acao=fez um experimento | valor=6070
linha=3716 | nome=Vitor | acao=fez um experimento | valor=7836
linha=3717 | nome=Carlos | acao=comparou as metricas | valor=4977
linha=3718 | nome=Otavio | acao=estudou computacao | valor=8023
linha=3719 | nome=Vitor | acao=escreveu o relatorio | valor=5682
linha=3720 | nome=Paulo | acao=otimizou o algoritmo | valor=7524
linha=3721 | nome=Bruno | acao=fez um experimento | valor=3524
linha=3722 | nome=Natalia | acao=executou o benchmark | valor=3079
linha=3723 | nome=Gabriela | acao=estudou computacao | valor=3959
linha=3724 | nome=Lucas | acao=analisou os resultados | valor=1384
linha=3725 | nome=Mariana | acao=estudou computacao | valor=9201
linha=3726 | nome=Mariana | acao=participou da aula | valor=7217
linha=3727 | nome=Eduarda | acao=escreveu o relatorio | valor=6349
linha=3728 | nome=Lucas | acao=fez um experimento | valor=5518
linha=3729 | nome=Ana | acao=estudou computacao | valor=9506
linha=3730 | nome=Bruno | acao=comparou as metricas | valor=5125
linha=3731 | nome=Carlos | acao=participou da aula | valor=2204
linha=3732 | nome=Felipe | acao=comparou as metricas | valor=6342
linha=3733 | nome=Gabriela | acao=estudou computacao | valor=1101
linha=3734 | nome=Mariana | acao=participou da aula | valor=7658
linha=3735 | nome=Bruno | acao=participou da aula | valor=7359
linha=3736 | nome=Lucas | acao=fez um experimento | valor=9176
linha=3737 | nome=Bruno | acao=fez um experimento | valor=9187
linha=3738 | nome=Paulo | acao=executou o benchmark | valor=5956
linha=3739 | nome=Lucas | acao=otimizou o algoritmo | valor=1031
linha=3740 | nome=Paulo | acao=participou da aula | valor=7310
linha=3741 | nome=Mariana | acao=fez um experimento | valor=4985
linha=3742 | nome=Bruno | acao=fez um experimento | valor=1989
linha=3743 | nome=Bruno | acao=analisou os resultados | valor=9340
linha=3744 | nome=Natalia | acao=otimizou o algoritmo | valor=9210
linha=3745 | nome=Carlos | acao=fez um experimento | valor=1969
linha=3746 | nome=Karen | acao=escreveu o relatorio | valor=8199
linha=3747 | nome=Tiago | acao=estudou computacao | valor=4455
linha=3748 | nome=Natalia | acao=executou o benchmark | valor=5172
linha=3749 | nome=Eduarda | acao=comparou as metricas | valor=7161
linha=3750 | nome=Joao | acao=escreveu o relatorio | valor=4603
linha=3751 | nome=Carlos | acao=analisou os resultados | valor=7180
linha=3752 | nome=Paulo | acao=escreveu o relatorio | valor=2930
linha=3753 | nome=Ana | acao=estudou computacao | valor=3913
linha=3754 | nome=Helena | acao=analisou os resultados | valor=3017
linha=3755 | nome=Vitor | acao=participou da aula | valor=1820
linha=3756 | nome=Sofia | acao=estudou computacao | valor=2900
linha=3757 | nome=Renata | acao=fez um experimento | valor=7723
linha=3758 | nome=Bruno | acao=escreveu o relatorio | valor=6452
linha=3759 | nome=Carlos | acao=escreveu o relatorio | valor=3904
linha=3760 | nome=Mariana | acao=participou da aula | valor=8418
linha=3761 | nome=Karen | acao=otimizou o algoritmo | valor=1347
linha=3762 | nome=Helena | acao=fez um experimento | valor=6016
linha=3763 | nome=Helena | acao=fez um experimento | valor=6760
linha=3764 | nome=Mariana | acao=otimizou o algoritmo | valor=2560
linha=3765 | nome=Renata | acao=comparou as metricas | valor=7163
linha=3766 | nome=Eduarda | acao=estudou computacao | valor=9108
linha=3767 | nome=Eduarda | acao=executou o benchmark | valor=7315
linha=3768 | nome=Tiago | acao=executou o benchmark | valor=9497
linha=3769 | nome=Paulo | acao=fez um experimento | valor=2214
linha=3770 | nome=Lucas | acao=escreveu o relatorio | valor=3506
linha=3771 | nome=Otavio | acao=otimizou o algoritmo | valor=6906
linha=3772 | nome=Tiago | acao=otimizou o algoritmo | valor=4662
linha=3773 | nome=Carlos | acao=fez um experimento | valor=3346
linha=3774 | nome=Daniela | acao=escreveu o relatorio | valor=7280
linha=3775 | nome=Eduarda | acao=escreveu o relatorio | valor=4131
linha=3776 | nome=Otavio | acao=otimizou o algoritmo | valor=1770
linha=3777 | nome=Paulo | acao=fez um experimento | valor=5665
linha=3778 | nome=Ana | acao=estudou computacao | valor=4630
linha=3779 | nome=Carlos | acao=comparou as metricas | valor=6271
linha=3780 | nome=Igor | acao=otimizou o algoritmo | valor=1221
linha=3781 | nome=Karen | acao=executou o benchmark | valor=6664
linha=3782 | nome=Otavio | acao=estudou computacao | valor=3167
linha=3783 | nome=Vitor | acao=participou da aula | valor=1575
linha=3784 | nome=Felipe | acao=participou da aula | valor=9243
linha=3785 | nome=Natalia | acao=estudou computacao | valor=4848
linha=3786 | nome=Paulo | acao=escreveu o relatorio | valor=5103
linha=3787 | nome=Tiago | acao=comparou as metricas | valor=7037
linha=3788 | nome=Renata | acao=comparou as metricas | valor=2501
linha=3789 | nome=Helena | acao=analisou os resultados | valor=2025
linha=3790 | nome=Gabriela | acao=fez um experimento | valor=3374
linha=3791 | nome=Vitor | acao=participou da aula | valor=1913
linha=3792 | nome=Mariana | acao=escreveu o relatorio | valor=6064
linha=3793 | nome=Daniela | acao=otimizou o algoritmo | valor=3684
linha=3794 | nome=Sofia | acao=estudou computacao | valor=6513
linha=3795 | nome=Paulo | acao=comparou as metricas | valor=1413
linha=3796 | nome=Helena | acao=estudou computacao | valor=7539
linha=3797 | nome=Helena | acao=estudou computacao | valor=9334
linha=3798 | nome=Tiago | acao=otimizou o algoritmo | valor=4025
linha=3799 | nome=Vitor | acao=participou da aula | valor=5429
linha=3800 | nome=Karen | acao=escreveu o relatorio | valor=9778
linha=3801 | nome=Natalia | acao=estudou computacao | valor=3484
linha=3802 | nome=Carlos | acao=otimizou o algoritmo | valor=2435
linha=3803 | nome=Sofia | acao=participou da aula | valor=7814
linha=3804 | nome=Bruno | acao=participou da aula | valor=9224
linha=3805 | nome=Mariana | acao=estudou computacao | valor=4887
linha=3806 | nome=Lucas | acao=comparou as metricas | valor=3007
linha=3807 | nome=Natalia | acao=analisou os resultados | valor=6690
linha=3808 | nome=Natalia | acao=comparou as metricas | valor=7737
linha=3809 | nome=Eduarda | acao=comparou as metricas | valor=6780
linha=3810 | nome=Igor | acao=otimizou o algoritmo | valor=2485
linha=3811 | nome=Lucas | acao=estudou computacao | valor=1140
linha=3812 | nome=Gabriela | acao=escreveu o relatorio | valor=5879
linha=3813 | nome=Mariana | acao=fez um experimento | valor=2746
linha=3814 | nome=Lucas | acao=otimizou o algoritmo | valor=2110
linha=3815 | nome=Igor | acao=escreveu o relatorio | valor=5221
linha=3816 | nome=Ana | acao=executou o benchmark | valor=9910
linha=3817 | nome=Karen | acao=executou o benchmark | valor=8572
linha=3818 | nome=Otavio | acao=participou da aula | valor=9062
linha=3819 | nome=Renata | acao=executou o benchmark | valor=2946
linha=3820 | nome=Ana | acao=comparou as metricas | valor=1422
linha=3821 | nome=Eduarda | acao=escreveu o relatorio | valor=6638
linha=3822 | nome=Carlos | acao=analisou os resultados | valor=3176
linha=3823 | nome=Ana | acao=comparou as metricas | valor=8285
linha=3824 | nome=Mariana | acao=otimizou o algoritmo | valor=1416
linha=3825 | nome=Ana | acao=otimizou o algoritmo | valor=7991
linha=3826 | nome=Helena | acao=participou da aula | valor=8624
linha=3827 | nome=Eduarda | acao=otimizou o algoritmo | valor=7189
linha=3828 | nome=Igor | acao=executou o benchmark | valor=2544
linha=3829 | nome=Sofia | acao=fez um experimento | valor=9920
linha=3830 | nome=Karen | acao=comparou as metricas | valor=5198
linha=3831 | nome=Carlos | acao=comparou as metricas | valor=7640
linha=3832 | nome=Felipe | acao=executou o benchmark | valor=9299
linha=3833 | nome=Eduarda | acao=escreveu o relatorio | valor=6814
linha=3834 | nome=Igor | acao=escreveu o relatorio | valor=6610
linha=3835 | nome=Helena | acao=otimizou o algoritmo | valor=3594
linha=3836 | nome=Tiago | acao=escreveu o relatorio | valor=9746
linha=3837 | nome=Felipe | acao=analisou os resultados | valor=3327
linha=3838 | nome=Renata | acao=escreveu o relatorio | valor=2250
linha=3839 | nome=Tiago | acao=estudou computacao | valor=1178
linha=3840 | nome=Igor | acao=estudou computacao | valor=7854
linha=3841 | nome=Mariana | acao=executou o benchmark | valor=2377
linha=3842 | nome=Lucas | acao=analisou os resultados | valor=7550
linha=3843 | nome=Tiago | acao=estudou computacao | valor=2505
linha=3844 | nome=Gabriela | acao=otimizou o algoritmo | valor=1048
linha=3845 | nome=Karen | acao=estudou computacao | valor=1612
linha=3846 | nome=Lucas | acao=fez um experimento | valor=8291
linha=3847 | nome=Lucas | acao=comparou as metricas | valor=5107
linha=3848 | nome=Felipe | acao=comparou as metricas | valor=5785
linha=3849 | nome=Igor | acao=executou o benchmark | valor=9292
linha=3850 | nome=Joao | acao=estudou computacao | valor=6534
linha=3851 | nome=Igor | acao=estudou computacao | valor=8816
linha=3852 | nome=Joao | acao=comparou as metricas | valor=8453
linha=3853 | nome=Eduarda | acao=otimizou o algoritmo | valor=5067
linha=3854 | nome=Karen | acao=escreveu o relatorio | valor=7924
linha=3855 | nome=Lucas | acao=estudou computacao | valor=5686
linha=3856 | nome=Natalia | acao=analisou os resultados | valor=7032
linha=3857 | nome=Renata | acao=escreveu o relatorio | valor=9794
linha=3858 | nome=Felipe | acao=fez um experimento | valor=4599
linha=3859 | nome=Ana | acao=analisou os resultados | valor=9909
linha=3860 | nome=Felipe | acao=comparou as metricas | valor=2583
linha=3861 | nome=Bruno | acao=participou da aula | valor=8314
linha=3862 | nome=Carlos | acao=fez um experimento | valor=9917
linha=3863 | nome=Otavio | acao=escreveu o relatorio | valor=7093
linha=3864 | nome=Joao | acao=executou o benchmark | valor=7733
linha=3865 | nome=Lucas | acao=otimizou o algoritmo | valor=7105
linha=3866 | nome=Lucas | acao=fez um experimento | valor=4042
linha=3867 | nome=Otavio | acao=fez um experimento | valor=7382
linha=3868 | nome=Sofia | acao=comparou as metricas | valor=7432
linha=3869 | nome=Karen | acao=executou o benchmark | valor=8699
linha=3870 | nome=Paulo | acao=comparou as metricas | valor=2865
linha=3871 | nome=Gabriela | acao=analisou os resultados | valor=8140
linha=3872 | nome=Sofia | acao=estudou computacao | valor=5153
linha=3873 | nome=Carlos | acao=fez um experimento | valor=7130
linha=3874 | nome=Ana | acao=escreveu o relatorio | valor=2228
linha=3875 | nome=Bruno | acao=executou o benchmark | valor=4812
linha=3876 | nome=Vitor | acao=estudou computacao | valor=6225
linha=3877 | nome=Bruno | acao=comparou as metricas | valor=2547
linha=3878 | nome=Natalia | acao=analisou os resultados | valor=2867
linha=3879 | nome=Igor | acao=escreveu o relatorio | valor=8759
linha=3880 | nome=Tiago | acao=estudou computacao | valor=1912
linha=3881 | nome=Daniela | acao=escreveu o relatorio | valor=9462
linha=3882 | nome=Joao | acao=analisou os resultados | valor=2657
linha=3883 | nome=Renata | acao=analisou os resultados | valor=7562
linha=3884 | nome=Helena | acao=executou o benchmark | valor=5047
linha=3885 | nome=Lucas | acao=fez um experimento | valor=9313
linha=3886 | nome=Bruno | acao=executou o benchmark | valor=2475
linha=3887 | nome=Carlos | acao=estudou computacao | valor=2863
linha=3888 | nome=Carlos | acao=estudou computacao | valor=2558
linha=3889 | nome=Gabriela | acao=escreveu o relatorio | valor=9833
linha=3890 | nome=Joao | acao=participou da aula | valor=9419
linha=3891 | nome=Sofia | acao=analisou os resultados | valor=9108
linha=3892 | nome=Otavio | acao=fez um experimento | valor=4641
linha=3893 | nome=Daniela | acao=otimizou o algoritmo | valor=8079
linha=3894 | nome=Joao | acao=escreveu o relatorio | valor=8474
linha=3895 | nome=Paulo | acao=analisou os resultados | valor=3030
linha=3896 | nome=Tiago | acao=otimizou o algoritmo | valor=9556
linha=3897 | nome=Gabriela | acao=fez um experimento | valor=8091
linha=3898 | nome=Renata | acao=otimizou o algoritmo | valor=6099
linha=3899 | nome=Bruno | acao=analisou os resultados | valor=8680
linha=3900 | nome=Igor | acao=estudou computacao | valor=5510
linha=3901 | nome=Igor | acao=otimizou o algoritmo | valor=7103
linha=3902 | nome=Helena | acao=otimizou o algoritmo | valor=7515
linha=3903 | nome=Natalia | acao=comparou as metricas | valor=7166
linha=3904 | nome=Gabriela | acao=analisou os resultados | valor=2698
linha=3905 | nome=Helena | acao=participou da aula | valor=9050
linha=3906 | nome=Renata | acao=escreveu o relatorio | valor=2420
linha=3907 | nome=Natalia | acao=fez um experimento | valor=6984
linha=3908 | nome=Mariana | acao=estudou computacao | valor=2793
linha=3909 | nome=Carlos | acao=otimizou o algoritmo | valor=7238
linha=3910 | nome=Tiago | acao=executou o benchmark | valor=1393
linha=3911 | nome=Otavio | acao=escreveu o relatorio | valor=8773
linha=3912 | nome=Igor | acao=participou da aula | valor=3484
linha=3913 | nome=Gabriela | acao=comparou as metricas | valor=8824
linha=3914 | nome=Renata | acao=estudou computacao | valor=6909
linha=3915 | nome=Karen | acao=comparou as metricas | valor=9382
linha=3916 | nome=Joao | acao=fez um experimento | valor=7711
linha=3917 | nome=Natalia | acao=comparou as metricas | valor=1220
linha=3918 | nome=Carlos | acao=participou da aula | valor=1141
linha=3919 | nome=Daniela | acao=estudou computacao | valor=9403
linha=3920 | nome=Helena | acao=fez um experimento | valor=4168
linha=3921 | nome=Mariana | acao=otimizou o algoritmo | valor=7171
linha=3922 | nome=Renata | acao=estudou computacao | valor=5765
linha=3923 | nome=Felipe | acao=fez um experimento | valor=8838
linha=3924 | nome=Eduarda | acao=estudou computacao | valor=7036
linha=3925 | nome=Eduarda | acao=estudou computacao | valor=7722
linha=3926 | nome=Tiago | acao=participou da aula | valor=7143
linha=3927 | nome=Renata | acao=analisou os resultados | valor=3618
linha=3928 | nome=Mariana | acao=estudou computacao | valor=2927
linha=3929 | nome=Helena | acao=fez um experimento | valor=7766
linha=3930 | nome=Natalia | acao=analisou os resultados | valor=2820
linha=3931 | nome=Mariana | acao=participou da aula | valor=7439
linha=3932 | nome=Ana | acao=escreveu o relatorio | valor=6830
linha=3933 | nome=Vitor | acao=escreveu o relatorio | valor=5963
linha=3934 | nome=Lucas | acao=executou o benchmark | valor=4238
linha=3935 | nome=Joao | acao=otimizou o algoritmo | valor=1349
linha=3936 | nome=Felipe | acao=estudou computacao | valor=9611
linha=3937 | nome=Joao | acao=escreveu o relatorio | valor=3318
linha=3938 | nome=Carlos | acao=comparou as metricas | valor=3921
linha=3939 | nome=Vitor | acao=otimizou o algoritmo | valor=1346
linha=3940 | nome=Carlos | acao=analisou os resultados | valor=9525
linha=3941 | nome=Bruno | acao=comparou as metricas | valor=5105
linha=3942 | nome=Vitor | acao=analisou os resultados | valor=9092
linha=3943 | nome=Otavio | acao=analisou os resultados | valor=8169
linha=3944 | nome=Lucas | acao=comparou as metricas | valor=8181
linha=3945 | nome=Sofia | acao=comparou as metricas | valor=4323
linha=3946 | nome=Lucas | acao=fez um experimento | valor=6754
linha=3947 | nome=Sofia | acao=executou o benchmark | valor=9110
linha=3948 | nome=Natalia | acao=comparou as metricas | valor=2228
linha=3949 | nome=Paulo | acao=fez um experimento | valor=7871
linha=3950 | nome=Otavio | acao=executou o benchmark | valor=1676
linha=3951 | nome=Paulo | acao=escreveu o relatorio | valor=4194
linha=3952 | nome=Vitor | acao=participou da aula | valor=8870
linha=3953 | nome=Lucas | acao=otimizou o algoritmo | valor=2125
linha=3954 | nome=Igor | acao=fez um experimento | valor=9252
linha=3955 | nome=Tiago | acao=fez um experimento | valor=5000
linha=3956 | nome=Paulo | acao=escreveu o relatorio | valor=5661
linha=3957 | nome=Renata | acao=analisou os resultados | valor=3402
linha=3958 | nome=Felipe | acao=estudou computacao | valor=9758
linha=3959 | nome=Bruno | acao=analisou os resultados | valor=9867
linha=3960 | nome=Karen | acao=participou da aula | valor=7489
linha=3961 | nome=Bruno | acao=participou da aula | valor=4152
linha=3962 | nome=Mariana | acao=comparou as metricas | valor=6206
linha=3963 | nome=Lucas | acao=comparou as metricas | valor=8451
linha=3964 | nome=Felipe | acao=comparou as metricas | valor=1481
linha=3965 | nome=Gabriela | acao=escreveu o relatorio | valor=1227
linha=3966 | nome=Natalia | acao=escreveu o relatorio | valor=1264
linha=3967 | nome=Eduarda | acao=analisou os resultados | valor=4191
linha=3968 | nome=Paulo | acao=escreveu o relatorio | valor=5818
linha=3969 | nome=Helena | acao=fez um experimento | valor=8844
linha=3970 | nome=Joao | acao=otimizou o algoritmo | valor=8064
linha=3971 | nome=Karen | acao=estudou computacao | valor=6104
linha=3972 | nome=Vitor | acao=escreveu o relatorio | valor=5580
linha=3973 | nome=Ana | acao=estudou computacao | valor=9368
linha=3974 | nome=Gabriela | acao=fez um experimento | valor=3682
linha=3975 | nome=Gabriela | acao=estudou computacao | valor=5769
linha=3976 | nome=Eduarda | acao=fez um experimento | valor=1351
linha=3977 | nome=Paulo | acao=estudou computacao | valor=5249
linha=3978 | nome=Mariana | acao=escreveu o relatorio | valor=1020
linha=3979 | nome=Renata | acao=escreveu o relatorio | valor=2714
linha=3980 | nome=Daniela | acao=comparou as metricas | valor=4554
linha=3981 | nome=Tiago | acao=otimizou o algoritmo | valor=8368
linha=3982 | nome=Otavio | acao=estudou computacao | valor=1517
linha=3983 | nome=Ana | acao=participou da aula | valor=2683
linha=3984 | nome=Tiago | acao=fez um experimento | valor=3483
linha=3985 | nome=Carlos | acao=otimizou o algoritmo | valor=3647
linha=3986 | nome=Lucas | acao=estudou computacao | valor=3850
linha=3987 | nome=Daniela | acao=participou da aula | valor=4069
linha=3988 | nome=Otavio | acao=escreveu o relatorio | valor=9466
linha=3989 | nome=Paulo | acao=comparou as metricas | valor=5410
linha=3990 | nome=Lucas | acao=fez um experimento | valor=9936
linha=3991 | nome=Carlos | acao=executou o benchmark | valor=4904
linha=3992 | nome=Mariana | acao=escreveu o relatorio | valor=4747
linha=3993 | nome=Eduarda | acao=participou da aula | valor=2469
linha=3994 | nome=Igor | acao=escreveu o relatorio | valor=2049
linha=3995 | nome=Carlos | acao=otimizou o algoritmo | valor=8422
linha=3996 | nome=Eduarda | acao=participou da aula | valor=6814
linha=3997 | nome=Natalia | acao=escreveu o relatorio | valor=8262
linha=3998 | nome=Igor | acao=comparou as metricas | valor=5692
linha=3999 | nome=Paulo | acao=escreveu o relatorio | valor=9783
linha=4000 | nome=Eduarda | acao=executou o benchmark | valor=8503
linha=4001 | nome=Ana | acao=participou da aula | valor=7537
linha=4002 | nome=Renata | acao=fez um experimento | valor=1570
linha=4003 | nome=Tiago | acao=otimizou o algoritmo | valor=4489
linha=4004 | nome=Igor | acao=comparou as metricas | valor=1126
linha=4005 | nome=Lucas | acao=escreveu o relatorio | valor=9178
linha=4006 | nome=Daniela | acao=otimizou o algoritmo | valor=3589
linha=4007 | nome=Felipe | acao=escreveu o relatorio | valor=5521
linha=4008 | nome=Mariana | acao=estudou computacao | valor=4498
linha=4009 | nome=Paulo | acao=comparou as metricas | valor=1518
linha=4010 | nome=Mariana | acao=otimizou o algoritmo | valor=5370
linha=4011 | nome=Eduarda | acao=comparou as metricas | valor=3248
linha=4012 | nome=Vitor | acao=comparou as metricas | valor=6689
linha=4013 | nome=Mariana | acao=executou o benchmark | valor=7247
linha=4014 | nome=Igor | acao=escreveu o relatorio | valor=9900
linha=4015 | nome=Igor | acao=estudou computacao | valor=6668
linha=4016 | nome=Sofia | acao=comparou as metricas | valor=9685
linha=4017 | nome=Renata | acao=otimizou o algoritmo | valor=6865
linha=4018 | nome=Paulo | acao=analisou os resultados | valor=4708
linha=4019 | nome=Ana | acao=fez um experimento | valor=2352
linha=4020 | nome=Renata | acao=executou o benchmark | valor=1274
linha=4021 | nome=Joao | acao=escreveu o relatorio | valor=1619
linha=4022 | nome=Renata | acao=analisou os resultados | valor=8222
linha=4023 | nome=Mariana | acao=comparou as metricas | valor=1065
linha=4024 | nome=Vitor | acao=analisou os resultados | valor=9818
linha=4025 | nome=Helena | acao=fez um experimento | valor=2143
linha=4026 | nome=Ana | acao=escreveu o relatorio | valor=2317
linha=4027 | nome=Joao | acao=escreveu o relatorio | valor=8115
linha=4028 | nome=Renata | acao=otimizou o algoritmo | valor=9169
linha=4029 | nome=Helena | acao=analisou os resultados | valor=9935
linha=4030 | nome=Tiago | acao=participou da aula | valor=4703
linha=4031 | nome=Gabriela | acao=estudou computacao | valor=4183
linha=4032 | nome=Ana | acao=fez um experimento | valor=6833
linha=4033 | nome=Karen | acao=estudou computacao | valor=5311
linha=4034 | nome=Karen | acao=comparou as metricas | valor=4239
linha=4035 | nome=Helena | acao=escreveu o relatorio | valor=1229
linha=4036 | nome=Sofia | acao=participou da aula | valor=7249
linha=4037 | nome=Mariana | acao=estudou computacao | valor=2395
linha=4038 | nome=Karen | acao=executou o benchmark | valor=4870
linha=4039 | nome=Paulo | acao=comparou as metricas | valor=2073
linha=4040 | nome=Otavio | acao=estudou computacao | valor=4322
linha=4041 | nome=Igor | acao=fez um experimento | valor=9776
linha=4042 | nome=Paulo | acao=comparou as metricas | valor=5594
linha=4043 | nome=Eduarda | acao=executou o benchmark | valor=8283
linha=4044 | nome=Helena | acao=comparou as metricas | valor=7176
linha=4045 | nome=Renata | acao=fez um experimento | valor=9174
linha=4046 | nome=Paulo | acao=comparou as metricas | valor=1108
linha=4047 | nome=Otavio | acao=comparou as metricas | valor=2293
linha=4048 | nome=Joao | acao=participou da aula | valor=9962
linha=4049 | nome=Renata | acao=fez um experimento | valor=7000
linha=4050 | nome=Ana | acao=comparou as metricas | valor=3202
linha=4051 | nome=Bruno | acao=otimizou o algoritmo | valor=4605
linha=4052 | nome=Ana | acao=analisou os resultados | valor=4075
linha=4053 | nome=Vitor | acao=fez um experimento | valor=5327
linha=4054 | nome=Joao | acao=executou o benchmark | valor=8724
linha=4055 | nome=Tiago | acao=executou o benchmark | valor=9787
linha=4056 | nome=Renata | acao=escreveu o relatorio | valor=9267
linha=4057 | nome=Carlos | acao=comparou as metricas | valor=8069
linha=4058 | nome=Sofia | acao=estudou computacao | valor=1148
linha=4059 | nome=Karen | acao=analisou os resultados | valor=5942
linha=4060 | nome=Bruno | acao=otimizou o algoritmo | valor=2687
linha=4061 | nome=Joao | acao=otimizou o algoritmo | valor=2389
linha=4062 | nome=Bruno | acao=estudou computacao | valor=8999
linha=4063 | nome=Carlos | acao=escreveu o relatorio | valor=9776
linha=4064 | nome=Eduarda | acao=escreveu o relatorio | valor=3161
linha=4065 | nome=Sofia | acao=executou o benchmark | valor=3320
linha=4066 | nome=Daniela | acao=escreveu o relatorio | valor=3002
linha=4067 | nome=Ana | acao=fez um experimento | valor=6472
linha=4068 | nome=Ana | acao=otimizou o algoritmo | valor=5254
linha=4069 | nome=Felipe | acao=estudou computacao | valor=2708
linha=4070 | nome=Eduarda | acao=escreveu o relatorio | valor=3578
linha=4071 | nome=Karen | acao=executou o benchmark | valor=3014
linha=4072 | nome=Karen | acao=analisou os resultados | valor=2650
linha=4073 | nome=Renata | acao=escreveu o relatorio | valor=1974
linha=4074 | nome=Carlos | acao=comparou as metricas | valor=6476
linha=4075 | nome=Bruno | acao=estudou computacao | valor=7666
linha=4076 | nome=Felipe | acao=analisou os resultados | valor=9810
linha=4077 | nome=Lucas | acao=escreveu o relatorio | valor=8727
linha=4078 | nome=Ana | acao=executou o benchmark | valor=3125
linha=4079 | nome=Bruno | acao=executou o benchmark | valor=6727
linha=4080 | nome=Eduarda | acao=analisou os resultados | valor=2661
linha=4081 | nome=Tiago | acao=participou da aula | valor=8299
linha=4082 | nome=Vitor | acao=fez um experimento | valor=6951
linha=4083 | nome=Eduarda | acao=comparou as metricas | valor=8484
linha=4084 | nome=Joao | acao=estudou computacao | valor=4287
linha=4085 | nome=Helena | acao=fez um experimento | valor=5229
linha=4086 | nome=Lucas | acao=executou o benchmark | valor=9721
linha=4087 | nome=Karen | acao=estudou computacao | valor=6745
linha=4088 | nome=Eduarda | acao=escreveu o relatorio | valor=3044
linha=4089 | nome=Tiago | acao=otimizou o algoritmo | valor=3863
linha=4090 | nome=Gabriela | acao=comparou as metricas | valor=8898
linha=4091 | nome=Paulo | acao=estudou computacao | valor=4055
linha=4092 | nome=Tiago | acao=otimizou o algoritmo | valor=9669
linha=4093 | nome=Vitor | acao=executou o benchmark | valor=9054
linha=4094 | nome=Bruno | acao=otimizou o algoritmo | valor=7537
linha=4095 | nome=Joao | acao=comparou as metricas | valor=8169
linha=4096 | nome=Natalia | acao=executou o benchmark | valor=1818
linha=4097 | nome=Vitor | acao=otimizou o algoritmo | valor=1138
linha=4098 | nome=Bruno | acao=comparou as metricas | valor=8092
linha=4099 | nome=Gabriela | acao=fez um experimento | valor=1751
linha=4100 | nome=Renata | acao=otimizou o algoritmo | valor=3787
linha=4101 | nome=Lucas | acao=otimizou o algoritmo | valor=6500
linha=4102 | nome=Felipe | acao=participou da aula | valor=7466
linha=4103 | nome=Bruno | acao=analisou os resultados | valor=7994
linha=4104 | nome=Vitor | acao=fez um experimento | valor=7052
linha=4105 | nome=Felipe | acao=analisou os resultados | valor=6249
linha=4106 | nome=Karen | acao=otimizou o algoritmo | valor=7279
linha=4107 | nome=Ana | acao=escreveu o relatorio | valor=5058
linha=4108 | nome=Natalia | acao=analisou os resultados | valor=2877
linha=4109 | nome=Helena | acao=escreveu o relatorio | valor=3220
linha=4110 | nome=Mariana | acao=comparou as metricas | valor=5323
linha=4111 | nome=Sofia | acao=participou da aula | valor=8812
linha=4112 | nome=Gabriela | acao=otimizou o algoritmo | valor=8643
linha=4113 | nome=Lucas | acao=fez um experimento | valor=5385
linha=4114 | nome=Felipe | acao=comparou as metricas | valor=8335
linha=4115 | nome=Daniela | acao=participou da aula | valor=1760
